date;N;N7;age
2019-05-02;1;8;Younger than 15
2019-05-02;24;124;Between 15 and 64
2019-05-02;5;29;Older than 64
2019-05-03;0;0;
2019-05-03;1;9;Younger than 15
2019-05-03;15;114;Between 15 and 64
2019-05-03;3;29;Older than 64
2019-05-04;0;0;
2019-05-04;0;9;Younger than 15
2019-05-04;9;114;Between 15 and 64
2019-05-04;0;26;Older than 64
2019-05-05;0;0;
2019-05-05;0;9;Younger than 15
2019-05-05;1;111;Between 15 and 64
2019-05-05;1;25;Older than 64
2019-05-06;0;0;
2019-05-06;3;11;Younger than 15
2019-05-06;25;106;Between 15 and 64
2019-05-06;0;15;Older than 64
2019-05-07;0;0;
2019-05-07;3;8;Younger than 15
2019-05-07;22;100;Between 15 and 64
2019-05-07;3;14;Older than 64
2019-05-08;0;0;
2019-05-08;3;11;Younger than 15
2019-05-08;31;127;Between 15 and 64
2019-05-08;3;15;Older than 64
2019-05-09;0;0;
2019-05-09;3;13;Younger than 15
2019-05-09;17;120;Between 15 and 64
2019-05-09;4;14;Older than 64
2019-05-10;0;0;
2019-05-10;2;14;Younger than 15
2019-05-10;16;121;Between 15 and 64
2019-05-10;3;14;Older than 64
2019-05-11;0;0;
2019-05-11;0;14;Younger than 15
2019-05-11;8;120;Between 15 and 64
2019-05-11;3;17;Older than 64
2019-05-12;0;0;
2019-05-12;0;14;Younger than 15
2019-05-12;5;124;Between 15 and 64
2019-05-12;2;18;Older than 64
2019-05-13;0;0;
2019-05-13;1;12;Younger than 15
2019-05-13;29;128;Between 15 and 64
2019-05-13;5;23;Older than 64
2019-05-14;0;0;
2019-05-14;0;9;Younger than 15
2019-05-14;19;125;Between 15 and 64
2019-05-14;2;22;Older than 64
2019-05-15;0;0;
2019-05-15;2;8;Younger than 15
2019-05-15;21;115;Between 15 and 64
2019-05-15;6;25;Older than 64
2019-05-16;0;0;
2019-05-16;0;5;Younger than 15
2019-05-16;26;124;Between 15 and 64
2019-05-16;5;26;Older than 64
2019-05-17;0;0;
2019-05-17;1;4;Younger than 15
2019-05-17;23;131;Between 15 and 64
2019-05-17;2;25;Older than 64
2019-05-18;0;0;
2019-05-18;1;5;Younger than 15
2019-05-18;1;124;Between 15 and 64
2019-05-18;1;23;Older than 64
2019-05-19;0;0;
2019-05-19;0;5;Younger than 15
2019-05-19;3;122;Between 15 and 64
2019-05-19;0;21;Older than 64
2019-05-20;0;0;
2019-05-20;2;6;Younger than 15
2019-05-20;28;121;Between 15 and 64
2019-05-20;7;23;Older than 64
2019-05-21;0;0;
2019-05-21;2;8;Younger than 15
2019-05-21;21;123;Between 15 and 64
2019-05-21;3;24;Older than 64
2019-05-22;0;0;
2019-05-22;5;11;Younger than 15
2019-05-22;18;120;Between 15 and 64
2019-05-22;0;18;Older than 64
2019-05-23;0;0;
2019-05-23;0;11;Younger than 15
2019-05-23;34;128;Between 15 and 64
2019-05-23;3;16;Older than 64
2019-05-24;0;0;
2019-05-24;0;10;Younger than 15
2019-05-24;16;121;Between 15 and 64
2019-05-24;1;15;Older than 64
2019-05-25;0;0;
2019-05-25;3;12;Younger than 15
2019-05-25;4;124;Between 15 and 64
2019-05-25;1;15;Older than 64
2019-05-26;0;0;
2019-05-26;1;13;Younger than 15
2019-05-26;4;125;Between 15 and 64
2019-05-26;1;16;Older than 64
2019-05-27;0;0;
2019-05-27;1;12;Younger than 15
2019-05-27;25;122;Between 15 and 64
2019-05-27;2;11;Older than 64
2019-05-28;0;0;
2019-05-28;1;11;Younger than 15
2019-05-28;20;121;Between 15 and 64
2019-05-28;5;13;Older than 64
2019-05-29;0;0;
2019-05-29;3;9;Younger than 15
2019-05-29;16;119;Between 15 and 64
2019-05-29;0;13;Older than 64
2019-05-30;0;0;
2019-05-30;1;10;Younger than 15
2019-05-30;20;105;Between 15 and 64
2019-05-30;2;12;Older than 64
2019-05-31;0;0;
2019-05-31;2;12;Younger than 15
2019-05-31;13;102;Between 15 and 64
2019-05-31;3;14;Older than 64
2019-06-01;0;0;
2019-06-01;0;9;Younger than 15
2019-06-01;7;105;Between 15 and 64
2019-06-01;2;15;Older than 64
2019-06-02;0;0;
2019-06-02;0;8;Younger than 15
2019-06-02;5;106;Between 15 and 64
2019-06-02;0;14;Older than 64
2019-06-03;0;0;
2019-06-03;1;8;Younger than 15
2019-06-03;15;96;Between 15 and 64
2019-06-03;0;12;Older than 64
2019-06-04;0;0;
2019-06-04;0;7;Younger than 15
2019-06-04;9;85;Between 15 and 64
2019-06-04;3;10;Older than 64
2019-06-05;0;0;
2019-06-05;0;4;Younger than 15
2019-06-05;11;80;Between 15 and 64
2019-06-05;0;10;Older than 64
2019-06-06;0;0;
2019-06-06;0;3;Younger than 15
2019-06-06;14;74;Between 15 and 64
2019-06-06;1;9;Older than 64
2019-06-07;0;0;
2019-06-07;0;1;Younger than 15
2019-06-07;9;70;Between 15 and 64
2019-06-07;0;6;Older than 64
2019-06-08;0;0;
2019-06-08;0;1;Younger than 15
2019-06-08;4;67;Between 15 and 64
2019-06-08;2;6;Older than 64
2019-06-09;0;0;
2019-06-09;0;1;Younger than 15
2019-06-09;5;67;Between 15 and 64
2019-06-09;0;6;Older than 64
2019-06-10;0;0;
2019-06-10;3;3;Younger than 15
2019-06-10;7;59;Between 15 and 64
2019-06-10;0;6;Older than 64
2019-06-11;0;0;
2019-06-11;1;4;Younger than 15
2019-06-11;10;60;Between 15 and 64
2019-06-11;3;6;Older than 64
2019-06-12;0;0;
2019-06-12;1;5;Younger than 15
2019-06-12;10;59;Between 15 and 64
2019-06-12;0;6;Older than 64
2019-06-13;0;0;
2019-06-13;0;5;Younger than 15
2019-06-13;13;58;Between 15 and 64
2019-06-13;1;6;Older than 64
2019-06-14;0;0;
2019-06-14;1;6;Younger than 15
2019-06-14;10;59;Between 15 and 64
2019-06-14;4;10;Older than 64
2019-06-15;0;0;
2019-06-15;0;6;Younger than 15
2019-06-15;2;57;Between 15 and 64
2019-06-15;1;9;Older than 64
2019-06-16;0;0;
2019-06-16;1;7;Younger than 15
2019-06-16;4;56;Between 15 and 64
2019-06-16;1;10;Older than 64
2019-06-17;0;0;
2019-06-17;3;7;Younger than 15
2019-06-17;9;58;Between 15 and 64
2019-06-17;0;10;Older than 64
2019-06-18;0;0;
2019-06-18;0;6;Younger than 15
2019-06-18;5;53;Between 15 and 64
2019-06-18;1;8;Older than 64
2019-06-19;0;0;
2019-06-19;0;5;Younger than 15
2019-06-19;6;49;Between 15 and 64
2019-06-19;0;8;Older than 64
2019-06-20;0;0;
2019-06-20;0;5;Younger than 15
2019-06-20;5;41;Between 15 and 64
2019-06-20;0;7;Older than 64
2019-06-21;0;0;
2019-06-21;0;4;Younger than 15
2019-06-21;6;37;Between 15 and 64
2019-06-21;1;4;Older than 64
2019-06-22;0;0;
2019-06-22;2;6;Younger than 15
2019-06-22;4;39;Between 15 and 64
2019-06-22;0;3;Older than 64
2019-06-23;0;0;
2019-06-23;0;5;Younger than 15
2019-06-23;2;37;Between 15 and 64
2019-06-23;0;2;Older than 64
2019-06-24;0;0;
2019-06-24;1;3;Younger than 15
2019-06-24;2;30;Between 15 and 64
2019-06-24;1;3;Older than 64
2019-06-25;0;0;
2019-06-25;0;3;Younger than 15
2019-06-25;10;35;Between 15 and 64
2019-06-25;0;2;Older than 64
2019-06-26;0;0;
2019-06-26;0;3;Younger than 15
2019-06-26;5;34;Between 15 and 64
2019-06-26;1;3;Older than 64
2019-06-27;0;0;
2019-06-27;0;3;Younger than 15
2019-06-27;5;34;Between 15 and 64
2019-06-27;0;3;Older than 64
2019-06-28;0;0;
2019-06-28;1;4;Younger than 15
2019-06-28;5;33;Between 15 and 64
2019-06-28;1;3;Older than 64
2019-06-29;0;0;
2019-06-29;0;2;Younger than 15
2019-06-29;1;30;Between 15 and 64
2019-06-29;1;4;Older than 64
2019-06-30;0;0;
2019-06-30;1;3;Younger than 15
2019-06-30;1;29;Between 15 and 64
2019-06-30;0;4;Older than 64
2019-07-01;0;0;
2019-07-01;0;2;Younger than 15
2019-07-01;9;36;Between 15 and 64
2019-07-01;1;4;Older than 64
2019-07-02;0;0;
2019-07-02;2;4;Younger than 15
2019-07-02;8;34;Between 15 and 64
2019-07-02;0;4;Older than 64
2019-07-03;0;0;
2019-07-03;0;4;Younger than 15
2019-07-03;8;37;Between 15 and 64
2019-07-03;3;6;Older than 64
2019-07-04;0;0;
2019-07-04;0;4;Younger than 15
2019-07-04;5;37;Between 15 and 64
2019-07-04;1;7;Older than 64
2019-07-05;0;0;
2019-07-05;0;3;Younger than 15
2019-07-05;6;38;Between 15 and 64
2019-07-05;1;7;Older than 64
2019-07-06;0;0;
2019-07-06;1;4;Younger than 15
2019-07-06;1;38;Between 15 and 64
2019-07-06;0;6;Older than 64
2019-07-07;0;0;
2019-07-07;0;3;Younger than 15
2019-07-07;1;38;Between 15 and 64
2019-07-07;1;7;Older than 64
2019-07-08;0;0;
2019-07-08;1;4;Younger than 15
2019-07-08;5;34;Between 15 and 64
2019-07-08;1;7;Older than 64
2019-07-09;0;0;
2019-07-09;0;2;Younger than 15
2019-07-09;5;31;Between 15 and 64
2019-07-09;1;8;Older than 64
2019-07-10;0;0;
2019-07-10;1;3;Younger than 15
2019-07-10;2;25;Between 15 and 64
2019-07-10;1;6;Older than 64
2019-07-11;0;0;
2019-07-11;0;3;Younger than 15
2019-07-11;3;23;Between 15 and 64
2019-07-11;0;5;Older than 64
2019-07-12;0;0;
2019-07-12;0;3;Younger than 15
2019-07-12;3;20;Between 15 and 64
2019-07-12;2;6;Older than 64
2019-07-13;0;0;
2019-07-13;0;2;Younger than 15
2019-07-13;3;22;Between 15 and 64
2019-07-13;1;7;Older than 64
2019-07-14;0;0;
2019-07-14;3;5;Younger than 15
2019-07-14;2;23;Between 15 and 64
2019-07-14;0;6;Older than 64
2019-07-15;0;0;
2019-07-15;0;4;Younger than 15
2019-07-15;5;23;Between 15 and 64
2019-07-15;0;5;Older than 64
2019-07-16;0;0;
2019-07-16;0;4;Younger than 15
2019-07-16;6;24;Between 15 and 64
2019-07-16;0;4;Older than 64
2019-07-17;0;0;
2019-07-17;1;4;Younger than 15
2019-07-17;3;25;Between 15 and 64
2019-07-17;2;5;Older than 64
2019-07-18;0;0;
2019-07-18;0;4;Younger than 15
2019-07-18;3;25;Between 15 and 64
2019-07-18;0;5;Older than 64
2019-07-19;0;0;
2019-07-19;0;4;Younger than 15
2019-07-19;3;25;Between 15 and 64
2019-07-19;0;3;Older than 64
2019-07-20;0;0;
2019-07-20;0;4;Younger than 15
2019-07-20;4;26;Between 15 and 64
2019-07-20;0;2;Older than 64
2019-07-21;0;0;
2019-07-21;3;4;Younger than 15
2019-07-21;1;25;Between 15 and 64
2019-07-21;2;4;Older than 64
2019-07-22;0;0;
2019-07-22;3;7;Younger than 15
2019-07-22;5;25;Between 15 and 64
2019-07-22;0;4;Older than 64
2019-07-23;0;0;
2019-07-23;1;8;Younger than 15
2019-07-23;3;22;Between 15 and 64
2019-07-23;0;4;Older than 64
2019-07-24;0;0;
2019-07-24;0;7;Younger than 15
2019-07-24;3;22;Between 15 and 64
2019-07-24;2;4;Older than 64
2019-07-25;0;0;
2019-07-25;1;8;Younger than 15
2019-07-25;2;21;Between 15 and 64
2019-07-25;1;5;Older than 64
2019-07-26;0;0;
2019-07-26;1;9;Younger than 15
2019-07-26;3;21;Between 15 and 64
2019-07-26;0;5;Older than 64
2019-07-27;0;0;
2019-07-27;0;9;Younger than 15
2019-07-27;2;19;Between 15 and 64
2019-07-27;0;5;Older than 64
2019-07-28;0;0;
2019-07-28;0;6;Younger than 15
2019-07-28;1;19;Between 15 and 64
2019-07-28;0;3;Older than 64
2019-07-29;0;0;
2019-07-29;2;5;Younger than 15
2019-07-29;8;22;Between 15 and 64
2019-07-29;0;3;Older than 64
2019-07-30;0;0;
2019-07-30;0;4;Younger than 15
2019-07-30;5;24;Between 15 and 64
2019-07-30;0;3;Older than 64
2019-07-31;0;0;
2019-07-31;1;5;Younger than 15
2019-07-31;6;27;Between 15 and 64
2019-07-31;2;3;Older than 64
2019-08-01;0;0;
2019-08-01;3;7;Younger than 15
2019-08-01;4;29;Between 15 and 64
2019-08-01;2;4;Older than 64
2019-08-02;0;0;
2019-08-02;1;7;Younger than 15
2019-08-02;5;31;Between 15 and 64
2019-08-02;0;4;Older than 64
2019-08-03;0;0;
2019-08-03;0;7;Younger than 15
2019-08-03;4;33;Between 15 and 64
2019-08-03;0;4;Older than 64
2019-08-04;0;0;
2019-08-04;0;7;Younger than 15
2019-08-04;3;35;Between 15 and 64
2019-08-04;0;4;Older than 64
2019-08-05;0;0;
2019-08-05;0;5;Younger than 15
2019-08-05;3;30;Between 15 and 64
2019-08-05;0;4;Older than 64
2019-08-06;0;0;
2019-08-06;0;5;Younger than 15
2019-08-06;6;31;Between 15 and 64
2019-08-06;1;5;Older than 64
2019-08-07;0;0;
2019-08-07;2;6;Younger than 15
2019-08-07;1;26;Between 15 and 64
2019-08-07;0;3;Older than 64
2019-08-08;0;0;
2019-08-08;0;3;Younger than 15
2019-08-08;3;25;Between 15 and 64
2019-08-08;1;2;Older than 64
2019-08-09;0;0;
2019-08-09;1;3;Younger than 15
2019-08-09;2;22;Between 15 and 64
2019-08-09;1;3;Older than 64
2019-08-10;0;0;
2019-08-10;0;3;Younger than 15
2019-08-10;2;20;Between 15 and 64
2019-08-10;2;5;Older than 64
2019-08-11;0;0;
2019-08-11;0;3;Younger than 15
2019-08-11;2;19;Between 15 and 64
2019-08-11;0;5;Older than 64
2019-08-12;0;0;
2019-08-12;0;3;Younger than 15
2019-08-12;7;23;Between 15 and 64
2019-08-12;0;5;Older than 64
2019-08-13;0;0;
2019-08-13;0;3;Younger than 15
2019-08-13;5;22;Between 15 and 64
2019-08-13;0;4;Older than 64
2019-08-14;0;0;
2019-08-14;0;1;Younger than 15
2019-08-14;3;24;Between 15 and 64
2019-08-14;0;4;Older than 64
2019-08-15;0;0;
2019-08-15;0;1;Younger than 15
2019-08-15;5;26;Between 15 and 64
2019-08-15;0;3;Older than 64
2019-08-16;0;0;
2019-08-16;0;0;Younger than 15
2019-08-16;4;28;Between 15 and 64
2019-08-16;1;3;Older than 64
2019-08-17;0;0;
2019-08-17;0;0;Younger than 15
2019-08-17;2;28;Between 15 and 64
2019-08-17;0;1;Older than 64
2019-08-18;0;0;
2019-08-18;1;1;Younger than 15
2019-08-18;4;30;Between 15 and 64
2019-08-18;0;1;Older than 64
2019-08-19;0;0;
2019-08-19;0;1;Younger than 15
2019-08-19;3;26;Between 15 and 64
2019-08-19;0;1;Older than 64
2019-08-20;0;0;
2019-08-20;3;4;Younger than 15
2019-08-20;4;25;Between 15 and 64
2019-08-20;0;1;Older than 64
2019-08-21;0;0;
2019-08-21;4;8;Younger than 15
2019-08-21;11;33;Between 15 and 64
2019-08-21;1;2;Older than 64
2019-08-22;0;0;
2019-08-22;0;8;Younger than 15
2019-08-22;5;33;Between 15 and 64
2019-08-22;1;3;Older than 64
2019-08-23;0;0;
2019-08-23;0;8;Younger than 15
2019-08-23;4;33;Between 15 and 64
2019-08-23;1;3;Older than 64
2019-08-24;0;0;
2019-08-24;1;9;Younger than 15
2019-08-24;3;34;Between 15 and 64
2019-08-24;2;5;Older than 64
2019-08-25;0;0;
2019-08-25;0;8;Younger than 15
2019-08-25;2;32;Between 15 and 64
2019-08-25;2;7;Older than 64
2019-08-26;0;0;
2019-08-26;0;8;Younger than 15
2019-08-26;11;40;Between 15 and 64
2019-08-26;2;9;Older than 64
2019-08-27;0;0;
2019-08-27;0;5;Younger than 15
2019-08-27;3;39;Between 15 and 64
2019-08-27;1;10;Older than 64
2019-08-28;0;0;
2019-08-28;2;3;Younger than 15
2019-08-28;4;32;Between 15 and 64
2019-08-28;0;9;Older than 64
2019-08-29;0;0;
2019-08-29;0;3;Younger than 15
2019-08-29;1;28;Between 15 and 64
2019-08-29;0;8;Older than 64
2019-08-30;0;0;
2019-08-30;0;3;Younger than 15
2019-08-30;13;37;Between 15 and 64
2019-08-30;1;8;Older than 64
2019-08-31;0;0;
2019-08-31;1;3;Younger than 15
2019-08-31;2;36;Between 15 and 64
2019-08-31;1;7;Older than 64
2019-09-01;0;0;
2019-09-01;0;3;Younger than 15
2019-09-01;1;35;Between 15 and 64
2019-09-01;2;7;Older than 64
2019-09-02;0;0;
2019-09-02;2;5;Younger than 15
2019-09-02;7;31;Between 15 and 64
2019-09-02;4;9;Older than 64
2019-09-03;0;0;
2019-09-03;0;5;Younger than 15
2019-09-03;4;32;Between 15 and 64
2019-09-03;1;9;Older than 64
2019-09-04;0;0;
2019-09-04;0;3;Younger than 15
2019-09-04;4;32;Between 15 and 64
2019-09-04;0;9;Older than 64
2019-09-05;0;0;
2019-09-05;1;4;Younger than 15
2019-09-05;7;38;Between 15 and 64
2019-09-05;2;11;Older than 64
2019-09-06;0;0;
2019-09-06;0;4;Younger than 15
2019-09-06;9;34;Between 15 and 64
2019-09-06;0;10;Older than 64
2019-09-07;0;0;
2019-09-07;2;5;Younger than 15
2019-09-07;7;39;Between 15 and 64
2019-09-07;1;10;Older than 64
2019-09-08;0;0;
2019-09-08;0;5;Younger than 15
2019-09-08;3;41;Between 15 and 64
2019-09-08;1;9;Older than 64
2019-09-09;0;0;
2019-09-09;0;3;Younger than 15
2019-09-09;13;47;Between 15 and 64
2019-09-09;0;5;Older than 64
2019-09-10;0;0;
2019-09-10;1;4;Younger than 15
2019-09-10;7;50;Between 15 and 64
2019-09-10;1;5;Older than 64
2019-09-11;0;0;
2019-09-11;0;4;Younger than 15
2019-09-11;3;49;Between 15 and 64
2019-09-11;0;5;Older than 64
2019-09-12;0;0;
2019-09-12;0;3;Younger than 15
2019-09-12;9;51;Between 15 and 64
2019-09-12;2;5;Older than 64
2019-09-13;0;0;
2019-09-13;0;3;Younger than 15
2019-09-13;10;52;Between 15 and 64
2019-09-13;0;5;Older than 64
2019-09-14;0;0;
2019-09-14;2;3;Younger than 15
2019-09-14;11;56;Between 15 and 64
2019-09-14;0;4;Older than 64
2019-09-15;0;0;
2019-09-15;1;4;Younger than 15
2019-09-15;3;56;Between 15 and 64
2019-09-15;0;3;Older than 64
2019-09-16;0;0;
2019-09-16;0;4;Younger than 15
2019-09-16;11;54;Between 15 and 64
2019-09-16;0;3;Older than 64
2019-09-17;0;0;
2019-09-17;0;3;Younger than 15
2019-09-17;12;59;Between 15 and 64
2019-09-17;2;4;Older than 64
2019-09-18;2;2;
2019-09-18;1;4;Younger than 15
2019-09-18;8;64;Between 15 and 64
2019-09-18;1;5;Older than 64
2019-09-19;0;2;
2019-09-19;1;5;Younger than 15
2019-09-19;6;61;Between 15 and 64
2019-09-19;1;4;Older than 64
2019-09-20;0;2;
2019-09-20;0;5;Younger than 15
2019-09-20;9;60;Between 15 and 64
2019-09-20;0;4;Older than 64
2019-09-21;0;2;
2019-09-21;0;3;Younger than 15
2019-09-21;3;52;Between 15 and 64
2019-09-21;1;5;Older than 64
2019-09-22;0;2;
2019-09-22;0;2;Younger than 15
2019-09-22;6;55;Between 15 and 64
2019-09-22;1;6;Older than 64
2019-09-23;0;2;
2019-09-23;0;2;Younger than 15
2019-09-23;11;55;Between 15 and 64
2019-09-23;1;7;Older than 64
2019-09-24;0;2;
2019-09-24;1;3;Younger than 15
2019-09-24;11;54;Between 15 and 64
2019-09-24;0;5;Older than 64
2019-09-25;0;0;
2019-09-25;2;4;Younger than 15
2019-09-25;16;62;Between 15 and 64
2019-09-25;1;5;Older than 64
2019-09-26;0;0;
2019-09-26;0;3;Younger than 15
2019-09-26;20;76;Between 15 and 64
2019-09-26;1;5;Older than 64
2019-09-27;0;0;
2019-09-27;1;4;Younger than 15
2019-09-27;10;77;Between 15 and 64
2019-09-27;1;6;Older than 64
2019-09-28;0;0;
2019-09-28;1;5;Younger than 15
2019-09-28;3;77;Between 15 and 64
2019-09-28;0;5;Older than 64
2019-09-29;0;0;
2019-09-29;1;6;Younger than 15
2019-09-29;4;75;Between 15 and 64
2019-09-29;1;5;Older than 64
2019-09-30;0;0;
2019-09-30;2;8;Younger than 15
2019-09-30;22;86;Between 15 and 64
2019-09-30;2;6;Older than 64
2019-10-01;0;0;
2019-10-01;2;9;Younger than 15
2019-10-01;16;91;Between 15 and 64
2019-10-01;1;7;Older than 64
2019-10-02;0;0;
2019-10-02;2;9;Younger than 15
2019-10-02;21;96;Between 15 and 64
2019-10-02;2;8;Older than 64
2019-10-03;0;0;
2019-10-03;0;9;Younger than 15
2019-10-03;20;96;Between 15 and 64
2019-10-03;2;9;Older than 64
2019-10-04;0;0;
2019-10-04;1;9;Younger than 15
2019-10-04;19;105;Between 15 and 64
2019-10-04;2;10;Older than 64
2019-10-05;0;0;
2019-10-05;0;8;Younger than 15
2019-10-05;5;107;Between 15 and 64
2019-10-05;1;11;Older than 64
2019-10-06;0;0;
2019-10-06;3;10;Younger than 15
2019-10-06;9;112;Between 15 and 64
2019-10-06;2;12;Older than 64
2019-10-07;0;0;
2019-10-07;4;12;Younger than 15
2019-10-07;26;116;Between 15 and 64
2019-10-07;6;16;Older than 64
2019-10-08;0;0;
2019-10-08;4;14;Younger than 15
2019-10-08;20;120;Between 15 and 64
2019-10-08;2;17;Older than 64
2019-10-09;0;0;
2019-10-09;1;13;Younger than 15
2019-10-09;20;119;Between 15 and 64
2019-10-09;5;20;Older than 64
2019-10-10;0;0;
2019-10-10;1;14;Younger than 15
2019-10-10;21;120;Between 15 and 64
2019-10-10;5;23;Older than 64
2019-10-11;0;0;
2019-10-11;0;13;Younger than 15
2019-10-11;23;124;Between 15 and 64
2019-10-11;3;24;Older than 64
2019-10-12;0;0;
2019-10-12;5;18;Younger than 15
2019-10-12;10;129;Between 15 and 64
2019-10-12;3;26;Older than 64
2019-10-13;0;0;
2019-10-13;1;16;Younger than 15
2019-10-13;5;125;Between 15 and 64
2019-10-13;2;26;Older than 64
2019-10-14;0;0;
2019-10-14;4;16;Younger than 15
2019-10-14;40;139;Between 15 and 64
2019-10-14;2;22;Older than 64
2019-10-15;0;0;
2019-10-15;2;14;Younger than 15
2019-10-15;25;144;Between 15 and 64
2019-10-15;2;22;Older than 64
2019-10-16;0;0;
2019-10-16;3;16;Younger than 15
2019-10-16;28;152;Between 15 and 64
2019-10-16;2;19;Older than 64
2019-10-17;0;0;
2019-10-17;2;17;Younger than 15
2019-10-17;28;159;Between 15 and 64
2019-10-17;3;17;Older than 64
2019-10-18;0;0;
2019-10-18;0;17;Younger than 15
2019-10-18;12;148;Between 15 and 64
2019-10-18;1;15;Older than 64
2019-10-19;0;0;
2019-10-19;0;12;Younger than 15
2019-10-19;7;145;Between 15 and 64
2019-10-19;0;12;Older than 64
2019-10-20;0;0;
2019-10-20;0;11;Younger than 15
2019-10-20;4;144;Between 15 and 64
2019-10-20;1;11;Older than 64
2019-10-21;0;0;
2019-10-21;0;7;Younger than 15
2019-10-21;22;126;Between 15 and 64
2019-10-21;2;11;Older than 64
2019-10-22;0;0;
